date,price
2013-05-25
2013-05-26
2013-05-27,2.0521
2013-05-28,2.061
2013-05-29,2.0888
2013-05-30
2013-05-31,2.1314
2013-06-01
2013-06-02
2013-06-03,2.1349
2013-06-04,2.1276
2013-06-05,2.1229
2013-06-06,2.1244
2013-06-07,2.1367
2013-06-08
2013-06-09
2013-06-10,2.1501
2013-06-11,2.1515
2013-06-12,2.1415
2013-06-13,2.1441
2013-06-14,2.1361
2013-06-15
2013-06-16
2013-06-17,2.1532
2013-06-18,2.17
2013-06-19,2.1738
2013-06-20,2.2517
2013-06-21,2.2642
2013-06-22
2013-06-23
2013-06-24,2.2509
2013-06-25,2.218
2013-06-26,2.1969
2013-06-27,2.184
2013-06-28,2.215
2013-06-29
2013-06-30
2013-07-01,2.2292
2013-07-02,2.2407
2013-07-03,2.2628
2013-07-04,2.2589
2013-07-05,2.2639
2013-07-06
2013-07-07
2013-07-08,2.2577
2013-07-09,2.2615
2013-07-10,2.2691
2013-07-11,2.2666
2013-07-12,2.2664
2013-07-13
2013-07-14
2013-07-15,2.2543
2013-07-16,2.2347
2013-07-17,2.2366
2013-07-18,2.2291
2013-07-19,2.2358
2013-07-20
2013-07-21
2013-07-22,2.238
2013-07-23,2.2261
2013-07-24,2.2342
2013-07-25,2.2491
2013-07-26,2.2483
2013-07-27
2013-07-28
2013-07-29,2.2603
2013-07-30,2.2729
2013-07-31,2.2897
2013-08-01,2.2908
2013-08-02,2.2927
2013-08-03
2013-08-04
2013-08-05,2.3004
2013-08-06,2.2949
2013-08-07,2.3022
2013-08-08,2.2876
2013-08-09,2.2743
2013-08-10
2013-08-11
2013-08-12,2.2716
2013-08-13,2.3029
2013-08-14,2.3112
2013-08-15,2.3428
2013-08-16,2.3559
2013-08-17
2013-08-18
2013-08-19,2.3974
2013-08-20,2.3937
2013-08-21,2.4163
2013-08-22,2.4451
2013-08-23,2.3862
2013-08-24
2013-08-25
2013-08-26,2.3699
2013-08-27,2.3992
2013-08-28,2.3509
2013-08-29,2.3572
2013-08-30,2.3719
2013-08-31
2013-09-01
2013-09-02,2.3637
2013-09-03,2.3891
2013-09-04,2.3532
2013-09-05,2.3308
2013-09-06,2.2973
2013-09-07
2013-09-08
2013-09-09,2.2862
2013-09-10,2.2773
2013-09-11,2.2941
2013-09-12,2.2763
2013-09-13,2.2779
2013-09-14
2013-09-15
2013-09-16,2.2643
2013-09-17,2.2611
2013-09-18,2.2483
2013-09-19,2.2029
2013-09-20,2.2047
2013-09-21
2013-09-22
2013-09-23,2.2026
2013-09-24,2.2025
2013-09-25,2.2218
2013-09-26,2.2279
2013-09-27,2.2565
2013-09-28
2013-09-29
2013-09-30,2.2294
2013-10-01,2.2118
2013-10-02,2.2082
2013-10-03,2.2063
2013-10-04,2.2045
2013-10-05
2013-10-06
2013-10-07,2.2081
2013-10-08,2.201
2013-10-09,2.2048
2013-10-10,2.1844
2013-10-11,2.1815
2013-10-12
2013-10-13
2013-10-14,2.1811
2013-10-15,2.1812
2013-10-16,2.1623
2013-10-17,2.1605
2013-10-18,2.161
2013-10-19
2013-10-20
2013-10-21,2.1732
2013-10-22,2.1754
2013-10-23,2.1821
2013-10-24,2.1997
2013-10-25,2.1842
2013-10-26
2013-10-27
2013-10-28,2.184
2013-10-29,2.1798
2013-10-30,2.1882
2013-10-31,2.202
2013-11-01,2.2462
2013-11-02
2013-11-03
2013-11-04,2.242
2013-11-05,2.2741
2013-11-06,2.2779
2013-11-07,2.2819
2013-11-08,2.3164
2013-11-09
2013-11-10
2013-11-11,2.3136
2013-11-12,2.3356
2013-11-13,2.3228
2013-11-14,2.3283
2013-11-15
2013-11-16
2013-11-17
2013-11-18,2.2822
2013-11-19,2.2656
2013-11-20,2.2713
2013-11-21,2.3061
2013-11-22,2.2906
2013-11-23
2013-11-24
2013-11-25,2.2865
2013-11-26,2.3034
2013-11-27,2.3052
2013-11-28,2.3202
2013-11-29,2.3243
2013-11-30
2013-12-01
2013-12-02,2.3443
2013-12-03,2.3552
2013-12-04,2.374
2013-12-05,2.3741
2013-12-06,2.3519
2013-12-07
2013-12-08
2013-12-09,2.3218
2013-12-10,2.3096
2013-12-11,2.3256
2013-12-12,2.3333
2013-12-13,2.3348
2013-12-14
2013-12-15
2013-12-16,2.3249
2013-12-17,2.3215
2013-12-18,2.3268
2013-12-19,2.3522
2013-12-20,2.3811
2013-12-21
2013-12-22
2013-12-23,2.37
2013-12-24,2.3543
2013-12-25
2013-12-26,2.3501
2013-12-27,2.3532
2013-12-28
2013-12-29
2013-12-30,2.342
2013-12-31,2.342
2014-01-01
2014-01-02,2.3969
2014-01-03,2.3734
2014-01-04
2014-01-05
2014-01-06,2.3783
2014-01-07,2.3628
2014-01-08,2.3773
2014-01-09,2.3954
2014-01-10,2.3813
2014-01-11
2014-01-12
2014-01-13,2.3485
2014-01-14,2.3611
2014-01-15,2.3465
2014-01-16,2.3677
2014-01-17,2.3595
2014-01-18
2014-01-19
2014-01-20,2.3329
2014-01-21,2.3602
2014-01-22,2.3595
2014-01-23,2.3755
2014-01-24,2.4123
2014-01-25
2014-01-26
2014-01-27,2.4038
2014-01-28,2.4159
2014-01-29,2.439
2014-01-30,2.4218
2014-01-31,2.4257
2014-02-01
2014-02-02
2014-02-03,2.4084
2014-02-04,2.4171
2014-02-05,2.4101
2014-02-06,2.4035
2014-02-07,2.3811
2014-02-08
2014-02-09
2014-02-10,2.393
2014-02-11,2.407
2014-02-12,2.408
2014-02-13,2.4232
2014-02-14,2.3919
2014-02-15
2014-02-16
2014-02-17,2.3864
2014-02-18,2.3977
2014-02-19,2.398
2014-02-20,2.3793
2014-02-21,2.3619
2014-02-22
2014-02-23
2014-02-24,2.3385
2014-02-25,2.3361
2014-02-26,2.3448
2014-02-27,2.3431
2014-02-28,2.3327
2014-03-01
2014-03-02
2014-03-03
2014-03-04
2014-03-05,2.3234
2014-03-06,2.3088
2014-03-07,2.3376
2014-03-08
2014-03-09
2014-03-10,2.3404
2014-03-11,2.3455
2014-03-12,2.3643
2014-03-13,2.348
2014-03-14,2.3631
2014-03-15
2014-03-16
2014-03-17,2.3513
2014-03-18,2.3516
2014-03-19,2.3333
2014-03-20,2.3414
2014-03-21,2.3239
2014-03-22
2014-03-23
2014-03-24,2.3242
2014-03-25,2.3118
2014-03-26,2.3113
2014-03-27,2.2824
2014-03-28,2.2597
2014-03-29
2014-03-30
2014-03-31,2.2624
2014-04-01,2.2614
2014-04-02,2.2705
2014-04-03,2.2805
2014-04-04,2.2414
2014-04-05
2014-04-06
2014-04-07,2.223
2014-04-08,2.1968
2014-04-09,2.2105
2014-04-10,2.1982
2014-04-11,2.2053
2014-04-12
2014-04-13
2014-04-14,2.209
2014-04-15,2.2251
2014-04-16,2.2336
2014-04-17,2.2476
2014-04-18
2014-04-19
2014-04-20
2014-04-21
2014-04-22,2.2443
2014-04-23,2.242
2014-04-24,2.2223
2014-04-25,2.2319
2014-04-26
2014-04-27
2014-04-28,2.2364
2014-04-29,2.2193
2014-04-30,2.2354
2014-05-01
2014-05-02,2.2215
2014-05-03
2014-05-04
2014-05-05,2.228
2014-05-06,2.2316
2014-05-07,2.2276
2014-05-08,2.2101
2014-05-09,2.2186
2014-05-10
2014-05-11
2014-05-12,2.2158
2014-05-13,2.2095
2014-05-14,2.2123
2014-05-15,2.216
2014-05-16,2.2104
2014-05-17
2014-05-18
2014-05-19,2.2105
2014-05-20,2.215
2014-05-21,2.2105
2014-05-22,2.2125
2014-05-23,2.2181
2014-05-24
2014-05-25
2014-05-26,2.2203
2014-05-27,2.2348
2014-05-28,2.2399
2014-05-29,2.2245
2014-05-30,2.2384
2014-05-31
2014-06-01
2014-06-02,2.2634
2014-06-03,2.2648
2014-06-04,2.2796
2014-06-05,2.2689
2014-06-06,2.2439
2014-06-07
2014-06-08
2014-06-09,2.233
2014-06-10,2.229
2014-06-11,2.2301
2014-06-12,2.2298
2014-06-13,2.2341
2014-06-14
2014-06-15
2014-06-16,2.2307
2014-06-17,2.248
2014-06-18,2.2528
2014-06-19
2014-06-20,2.2374
2014-06-21
2014-06-22
2014-06-23,2.2189
2014-06-24,2.2211
2014-06-25,2.2046
2014-06-26,2.2083
2014-06-27,2.1969
2014-06-28
2014-06-29
2014-06-30,2.2019
2014-07-01,2.2048
2014-07-02,2.2127
2014-07-03,2.2275
2014-07-04,2.2143
2014-07-05
2014-07-06
2014-07-07,2.2195
2014-07-08,2.2144
2014-07-09,2.2128
2014-07-10,2.2231
2014-07-11,2.2222
2014-07-12
2014-07-13
2014-07-14,2.217
2014-07-15,2.2189
2014-07-16,2.2187
2014-07-17,2.2397
2014-07-18,2.2356
2014-07-19
2014-07-20
2014-07-21,2.2232
2014-07-22,2.2123
2014-07-23,2.2196
2014-07-24,2.2198
2014-07-25,2.2287
2014-07-26
2014-07-27
2014-07-28,2.2296
2014-07-29,2.2272
2014-07-30,2.2441
2014-07-31,2.2668
2014-08-01,2.26
2014-08-02
2014-08-03
2014-08-04,2.2571
2014-08-05,2.275
2014-08-06,2.2784
2014-08-07,2.2796
2014-08-08,2.298
2014-08-09
2014-08-10
2014-08-11,2.2773
2014-08-12,2.2764
2014-08-13,2.2686
2014-08-14,2.2697
2014-08-15,2.2684
2014-08-16
2014-08-17
2014-08-18,2.2589
2014-08-19,2.2581
2014-08-20,2.2544
2014-08-21,2.2576
2014-08-22,2.2772
2014-08-23
2014-08-24
2014-08-25,2.2802
2014-08-26,2.2742
2014-08-27,2.2585
2014-08-28,2.2493
2014-08-29,2.239
2014-08-30
2014-08-31
2014-09-01,2.2358
2014-09-02,2.2515
2014-09-03,2.2313
2014-09-04,2.235
2014-09-05,2.241
2014-09-06
2014-09-07
2014-09-08,2.2485
2014-09-09,2.2807
2014-09-10,2.2961
2014-09-11,2.2874
2014-09-12,2.3244
2014-09-13
2014-09-14
2014-09-15,2.3395
2014-09-16,2.3345
2014-09-17,2.3378
2014-09-18,2.3661
2014-09-19,2.365
2014-09-20
2014-09-21
2014-09-22,2.3864
2014-09-23,2.402
2014-09-24,2.4064
2014-09-25,2.4078
2014-09-26,2.4304
2014-09-27
2014-09-28
2014-09-29,2.4516
2014-09-30,2.4504
2014-10-01,2.4617
2014-10-02,2.4779
2014-10-03,2.4926
2014-10-04
2014-10-05
2014-10-06,2.4092
2014-10-07,2.4032
2014-10-08,2.4065
2014-10-09,2.3908
2014-10-10,2.4096
2014-10-11
2014-10-12
2014-10-13,2.3917
2014-10-14,2.3985
2014-10-15,2.431
2014-10-16,2.4763
2014-10-17,2.447
2014-10-18
2014-10-19
2014-10-20,2.4548
2014-10-21,2.4791
2014-10-22,2.4775
2014-10-23,2.4998
2014-10-24,2.4799
2014-10-25
2014-10-26
2014-10-27,2.5335
2014-10-28,2.4863
2014-10-29,2.434
2014-10-30,2.4113
2014-10-31,2.4436
2014-11-01
2014-11-02
2014-11-03,2.4833
2014-11-04,2.5189
2014-11-05,2.5162
2014-11-06,2.5319
2014-11-07,2.5715
2014-11-08
2014-11-09
2014-11-10,2.5384
2014-11-11,2.5638
2014-11-12,2.5544
2014-11-13,2.5719
2014-11-14,2.6129
2014-11-15
2014-11-16
2014-11-17,2.6029
2014-11-18,2.5961
2014-11-19,2.5843
2014-11-20,2.554
2014-11-21,2.5384
2014-11-22
2014-11-23
2014-11-24,2.5276
2014-11-25,2.523
2014-11-26,2.5097
2014-11-27,2.5059
2014-11-28,2.5595
2014-11-29
2014-11-30
2014-12-01,2.5618
2014-12-02,2.5658
2014-12-03,2.5601
2014-12-04,2.5791
2014-12-05,2.5882
2014-12-06
2014-12-07
2014-12-08,2.5917
2014-12-09,2.601
2014-12-10,2.5925
2014-12-11,2.6265
2014-12-12,2.6552
2014-12-13
2014-12-14
2014-12-15,2.6711
2014-12-16,2.7397
2014-12-17,2.724
2014-12-18,2.6669
2014-12-19,2.648
2014-12-20
2014-12-21
2014-12-22,2.652
2014-12-23,2.6769
2014-12-24,2.6822
2014-12-25
2014-12-26,2.6806
2014-12-27
2014-12-28
2014-12-29,2.6777
2014-12-30,2.6556
2014-12-31,2.6556
2015-01-01
2015-01-02,2.6923
2015-01-03
2015-01-04
2015-01-05,2.7101
2015-01-06,2.7016
2015-01-07,2.6801
2015-01-08,2.6913
2015-01-09,2.6577
2015-01-10
2015-01-11
2015-01-12,2.6569
2015-01-13,2.6479
2015-01-14,2.6216
2015-01-15,2.6116
2015-01-16,2.6187
2015-01-17
2015-01-18
2015-01-19,2.6237
2015-01-20,2.6241
2015-01-21,2.5961
2015-01-22,2.5748
2015-01-23,2.585
2015-01-24
2015-01-25
2015-01-26,2.596
2015-01-27,2.5803
2015-01-28,2.5791
2015-01-29,2.5954
2015-01-30,2.6617
2015-01-31
2015-02-01
2015-02-02,2.6888
2015-02-03,2.7053
2015-02-04,2.7142
2015-02-05,2.738
2015-02-06,2.7635
2015-02-07
2015-02-08
2015-02-09,2.7867
2015-02-10,2.8069
2015-02-11,2.857
2015-02-12,2.8619
2015-02-13,2.8385
2015-02-14
2015-02-15
2015-02-16
2015-02-17
2015-02-18,2.8424
2015-02-19,2.8539
2015-02-20,2.8694
2015-02-21
2015-02-22
2015-02-23,2.8805
2015-02-24,2.8643
2015-02-25,2.864
2015-02-26,2.8721
2015-02-27,2.8777
2015-02-28
2015-03-01
2015-03-02,2.8649
2015-03-03,2.9045
2015-03-04,2.9798
2015-03-05,2.9925
2015-03-06,3.036
2015-03-07
2015-03-08
2015-03-09,3.1012
2015-03-10,3.1293
2015-03-11,3.1156
2015-03-12,3.1165
2015-03-13,3.2258
2015-03-14
2015-03-15
2015-03-16,3.2251
2015-03-17,3.2677
2015-03-18,3.2512
2015-03-19,3.2635
2015-03-20,3.2417
2015-03-21
2015-03-22
2015-03-23,3.1793
2015-03-24,3.1304
2015-03-25,3.1469
2015-03-26,3.1909
2015-03-27,3.2253
2015-03-28
2015-03-29
2015-03-30,3.2595
2015-03-31,3.2074
2015-04-01,3.1549
2015-04-02,3.1486
2015-04-03
2015-04-04
2015-04-05
2015-04-06,3.092
2015-04-07,3.1225
2015-04-08,3.0828
2015-04-09,3.0459
2015-04-10,3.0789
2015-04-11
2015-04-12
2015-04-13,3.1005
2015-04-14,3.0874
2015-04-15,3.0675
2015-04-16,3.0243
2015-04-17,3.0538
2015-04-18
2015-04-19
2015-04-20,3.0467
2015-04-21
2015-04-22,3.018
2015-04-23,3.0077
2015-04-24,2.9739
2015-04-25
2015-04-26
2015-04-27,2.9229
2015-04-28,2.8937
2015-04-29,2.9369
2015-04-30,2.993
2015-05-01
2015-05-02
2015-05-03
2015-05-04,3.0748
2015-05-05,3.0619
2015-05-06,3.0414
2015-05-07,3.0415
2015-05-08,2.9959
2015-05-09
2015-05-10
2015-05-11,3.0169
2015-05-12,3.0382
2015-05-13,3.0096
2015-05-14,3.0026
2015-05-15,2.9887
2015-05-16
2015-05-17
2015-05-18,3.0139
2015-05-19,3.0278
2015-05-20,3.034
2015-05-21,3.0289
2015-05-22,3.0647
2015-05-23
2015-05-24
2015-05-25,3.1206
2015-05-26,3.1345
2015-05-27,3.1734
2015-05-28,3.1741
2015-05-29,3.1781
2015-05-30
2015-05-31
2015-06-01,3.1783
2015-06-02,3.1437
2015-06-03,3.1178
2015-06-04
2015-06-05,3.1677
2015-06-06
2015-06-07
2015-06-08,3.1184
2015-06-09,3.0985
2015-06-10,3.0837
2015-06-11,3.1508
2015-06-12,3.1101
2015-06-13
2015-06-14
2015-06-15,3.103
2015-06-16,3.1076
2015-06-17,3.0983
2015-06-18,3.0466
2015-06-19,3.0782
2015-06-20
2015-06-21
2015-06-22,3.0751
2015-06-23,3.1036
2015-06-24,3.0846
2015-06-25,3.1009
2015-06-26,3.1265
2015-06-27
2015-06-28
2015-06-29,3.1383
2015-06-30,3.1019
2015-07-01,3.1185
2015-07-02,3.1166
2015-07-03,3.1265
2015-07-04
2015-07-05
2015-07-06,3.1425
2015-07-07,3.1803
2015-07-08,3.2275
2015-07-09,3.2152
2015-07-10,3.1891
2015-07-11
2015-07-12
2015-07-13,3.1588
2015-07-14,3.1224
2015-07-15,3.1526
2015-07-16,3.1369
2015-07-17,3.1826
2015-07-18
2015-07-19
2015-07-20,3.2143
2015-07-21,3.1807
2015-07-22,3.2088
2015-07-23,3.2844
2015-07-24,3.3248
2015-07-25
2015-07-26
2015-07-27,3.3551
2015-07-28,3.3808
2015-07-29,3.3413
2015-07-30,3.3646
2015-07-31,3.3934
2015-08-01
2015-08-02
2015-08-03,3.4419
2015-08-04,3.4669
2015-08-05,3.4844
2015-08-06,3.5341
2015-08-07,3.5175
2015-08-08
2015-08-09
2015-08-10,3.4903
2015-08-11,3.4919
2015-08-12,3.482
2015-08-13,3.5068
2015-08-14,3.4755
2015-08-15
2015-08-16
2015-08-17,3.4739
2015-08-18,3.4805
2015-08-19,3.4843
2015-08-20,3.4745
2015-08-21,3.489
2015-08-22
2015-08-23
2015-08-24,3.5488
2015-08-25,3.5339
2015-08-26,3.632
2015-08-27,3.5549
2015-08-28,3.5784
2015-08-29
2015-08-30
2015-08-31,3.6461
2015-09-01,3.6719
2015-09-02,3.7307
2015-09-03,3.7753
2015-09-04,3.798
2015-09-05
2015-09-06
2015-09-07
2015-09-08,3.8021
2015-09-09,3.7864
2015-09-10,3.8691
2015-09-11,3.8692
2015-09-12
2015-09-13
2015-09-14,3.8647
2015-09-15,3.8593
2015-09-16,3.8361
2015-09-17,3.8915
2015-09-18,3.9015
2015-09-19
2015-09-20
2015-09-21,3.9815
2015-09-22,4.0419
2015-09-23,4.1034
2015-09-24,4.1942
2015-09-25,3.9472
2015-09-26
2015-09-27
2015-09-28,4.0093
2015-09-29,4.1165
2015-09-30,3.9722
2015-10-01,3.9788
2015-10-02,4.0003
2015-10-03
2015-10-04
2015-10-05,3.9135
2015-10-06,3.8561
2015-10-07,3.8053
2015-10-08,3.8511
2015-10-09,3.738
2015-10-10
2015-10-11
2015-10-12
2015-10-13,3.8243
2015-10-14,3.8501
2015-10-15,3.8337
2015-10-16,3.8432
2015-10-17
2015-10-18
2015-10-19,3.9009
2015-10-20,3.865
2015-10-21,3.938
2015-10-22,3.9354
2015-10-23,3.8982
2015-10-24
2015-10-25
2015-10-26,3.8575
2015-10-27,3.9108
2015-10-28,3.8791
2015-10-29,3.9321
2015-10-30,3.8582
2015-10-31
2015-11-01
2015-11-02
2015-11-03,3.812
2015-11-04,3.768
2015-11-05,3.7887
2015-11-06,3.8053
2015-11-07
2015-11-08
2015-11-09,3.7922
2015-11-10,3.7975
2015-11-11,3.732
2015-11-12,3.799
2015-11-13,3.8016
2015-11-14
2015-11-15
2015-11-16,3.833
2015-11-17,3.8045
2015-11-18,3.7915
2015-11-19,3.7435
2015-11-20,3.7
2015-11-21
2015-11-22
2015-11-23,3.7224
2015-11-24,3.7075
2015-11-25,3.7682
2015-11-26,3.76
2015-11-27,3.7392
2015-11-28
2015-11-29
2015-11-30,3.8499
2015-12-01,3.8739
2015-12-02,3.8539
2015-12-03,3.7964
2015-12-04,3.7569
2015-12-05
2015-12-06
2015-12-07,3.747
2015-12-08,3.7915
2015-12-09,3.7573
2015-12-10,3.7679
2015-12-11,3.8541
2015-12-12
2015-12-13
2015-12-14,3.9017
2015-12-15,3.8697
2015-12-16,3.9351
2015-12-17,3.8923
2015-12-18,3.9056
2015-12-19
2015-12-20
2015-12-21,3.9825
2015-12-22,3.9764
2015-12-23,3.9626
2015-12-24,3.9511
2015-12-25
2015-12-26
2015-12-27
2015-12-28,3.918
2015-12-29,3.8486
2015-12-30,3.9042
2015-12-31,3.9042
2016-01-01
2016-01-02
2016-01-03
2016-01-04,4.038
2016-01-05,4.0108
2016-01-06,4.0297
2016-01-07,4.0469
2016-01-08,4.0244
2016-01-09
2016-01-10
2016-01-11,4.0147
2016-01-12,4.0293
2016-01-13,3.9857
2016-01-14,4.0217
2016-01-15,4.0396
2016-01-16
2016-01-17
2016-01-18,4.0358
2016-01-19,4.0297
2016-01-20,4.0855
2016-01-21,4.1552
2016-01-22,4.1226
2016-01-23
2016-01-24
2016-01-25,4.0991
2016-01-26,4.0961
2016-01-27,4.0441
2016-01-28,4.0832
2016-01-29,4.0422
2016-01-30
2016-01-31
2016-02-01,3.9979
2016-02-02,3.9913
2016-02-03,3.9552
2016-02-04,3.8646
2016-02-05,3.8969
2016-02-06
2016-02-07
2016-02-08
2016-02-09
2016-02-10,3.9406
2016-02-11,3.9636
2016-02-12,3.9884
2016-02-13
2016-02-14
2016-02-15,3.9879
2016-02-16,4.0207
2016-02-17,4.0312
2016-02-18,4.0084
2016-02-19,4.0486
2016-02-20
2016-02-21
2016-02-22,3.9612
2016-02-23,3.9678
2016-02-24,3.9894
2016-02-25,3.9394
2016-02-26,3.9571
2016-02-27
2016-02-28
2016-02-29,3.979
2016-03-01,3.9907
2016-03-02,3.911
2016-03-03,3.8498
2016-03-04,3.7182
2016-03-05
2016-03-06
2016-03-07,3.7708
2016-03-08,3.7807
2016-03-09,3.7031
2016-03-10,3.6694
2016-03-11,3.6265
2016-03-12
2016-03-13
2016-03-14,3.6232
2016-03-15,3.711
2016-03-16,3.8073
2016-03-17,3.6439
2016-03-18,3.614
2016-03-19
2016-03-20
2016-03-21,3.6223
2016-03-22,3.6067
2016-03-23,3.6525
2016-03-24,3.6942
2016-03-25
2016-03-26
2016-03-27
2016-03-28,3.6401
2016-03-29,3.6681
2016-03-30,3.611
2016-03-31,3.5583
2016-04-01,3.5793
2016-04-02
2016-04-03
2016-04-04,3.5865
2016-04-05,3.6575
2016-04-06,3.6743
2016-04-07,3.6915
2016-04-08,3.6379
2016-04-09
2016-04-10
2016-04-11,3.5278
2016-04-12,3.54
2016-04-13,3.5423
2016-04-14,3.512
2016-04-15,3.527
2016-04-16
2016-04-17
2016-04-18,3.5898
2016-04-19,3.5532
2016-04-20,3.5497
2016-04-21
2016-04-22,3.5823
2016-04-23
2016-04-24
2016-04-25,3.5466
2016-04-26,3.5294
2016-04-27,3.5289
2016-04-28,3.4986
2016-04-29,3.4502
2016-04-30
2016-05-01
2016-05-02,3.4985
2016-05-03,3.5544
2016-05-04,3.5391
2016-05-05,3.529
2016-05-06,3.5356
2016-05-07
2016-05-08
2016-05-09,3.538
2016-05-10,3.4766
2016-05-11,3.4639
2016-05-12,3.4871
2016-05-13,3.5035
2016-05-14
2016-05-15
2016-05-16,3.5029
2016-05-17,3.5031
2016-05-18,3.5362
2016-05-19,3.5997
2016-05-20,3.5413
2016-05-21
2016-05-22
2016-05-23,3.5654
2016-05-24,3.5485
2016-05-25,3.5798
2016-05-26
2016-05-27,3.6162
2016-05-28
2016-05-29
2016-05-30,3.5991
2016-05-31,3.5945
2016-06-01,3.612
2016-06-02,3.5955
2016-06-03,3.5403
2016-06-04
2016-06-05
2016-06-06,3.5092
2016-06-07,3.4739
2016-06-08,3.3892
2016-06-09,3.3811
2016-06-10,3.4255
2016-06-11
2016-06-12
2016-06-13,3.4527
2016-06-14,3.4833
2016-06-15,3.4762
2016-06-16,3.4898
2016-06-17,3.4366
2016-06-18
2016-06-19
2016-06-20,3.3829
2016-06-21,3.3891
2016-06-22,3.3877
2016-06-23,3.3527
2016-06-24,3.3766
2016-06-25
2016-06-26
2016-06-27,3.3928
2016-06-28,3.3261
2016-06-29,3.2429
2016-06-30,3.2092
2016-07-01,3.2292
2016-07-02
2016-07-03
2016-07-04,3.2474
2016-07-05,3.2898
2016-07-06,3.3236
2016-07-07,3.3382
2016-07-08,3.2962
2016-07-09
2016-07-10
2016-07-11,3.3025
2016-07-12,3.2744
2016-07-13,3.289
2016-07-14,3.2305
2016-07-15,3.265
2016-07-16
2016-07-17
2016-07-18,3.2628
2016-07-19,3.2795
2016-07-20,3.2506
2016-07-21,3.2579
2016-07-22,3.2848
2016-07-23
2016-07-24
2016-07-25,3.2813
2016-07-26,3.2784
2016-07-27
2016-07-28
2016-07-29,3.2384
2016-07-30
2016-07-31
2016-08-01,3.2656
2016-08-02,3.2484
2016-08-03,3.2727
2016-08-04,3.2177
2016-08-05,3.1853
2016-08-06
2016-08-07
2016-08-08,3.1765
2016-08-09,3.1497
2016-08-10,3.1296
2016-08-11,3.1358
2016-08-12,3.1596
2016-08-13
2016-08-14
2016-08-15,3.1666
2016-08-16,3.1743
2016-08-17,3.2242
2016-08-18,3.2209
2016-08-19,3.2261
2016-08-20
2016-08-21
2016-08-22,3.2157
2016-08-23,3.2047
2016-08-24,3.2366
2016-08-25,3.2313
2016-08-26,3.2147
2016-08-27
2016-08-28
2016-08-29,3.2607
2016-08-30,3.2519
2016-08-31,3.2397
2016-09-01,3.2466
2016-09-02,3.2425
2016-09-03
2016-09-04
2016-09-05,3.2715
2016-09-06,3.2446
2016-09-07
2016-09-08,3.1928
2016-09-09,3.2632
2016-09-10
2016-09-11
2016-09-12,3.2848
2016-09-13,3.2966
2016-09-14,3.3256
2016-09-15,3.332
2016-09-16,3.2998
2016-09-17
2016-09-18
2016-09-19,3.263
2016-09-20,3.2534
2016-09-21,3.2402
2016-09-22,3.2009
2016-09-23,3.2236
2016-09-24
2016-09-25
2016-09-26,3.2394
2016-09-27,3.2352
2016-09-28,3.247
2016-09-29,3.2229
2016-09-30,3.2456
2016-10-01
2016-10-02
2016-10-03,3.2332
2016-10-04,3.2197
2016-10-05,3.2353
2016-10-06,3.2304
2016-10-07,3.2128
2016-10-08
2016-10-09
2016-10-10,3.2119
2016-10-11,3.213
2016-10-12
2016-10-13,3.2081
2016-10-14,3.1858
2016-10-15
2016-10-16
2016-10-17,3.1957
2016-10-18,3.1868
2016-10-19,3.1794
2016-10-20,3.1599
2016-10-21,3.1587
2016-10-22
2016-10-23
2016-10-24,3.1305
2016-10-25,3.1187
2016-10-26,3.1213
2016-10-27,3.1423
2016-10-28,3.1809
2016-10-29
2016-10-30
2016-10-31,3.1805
2016-11-01,3.2047
2016-11-02
2016-11-03,3.2304
2016-11-04,3.2443
2016-11-05
2016-11-06
2016-11-07,3.2018
2016-11-08,3.2018
2016-11-09,3.2252
2016-11-10,3.3098
2016-11-11,3.4371
2016-11-12
2016-11-13
2016-11-14,3.444
2016-11-15
2016-11-16,3.4177
2016-11-17,3.4046
2016-11-18,3.3911
2016-11-19
2016-11-20
2016-11-21,3.3511
2016-11-22,3.347
2016-11-23,3.3921
2016-11-24,3.3981
2016-11-25,3.4273
2016-11-26
2016-11-27
2016-11-28,3.399
2016-11-29,3.4054
2016-11-30,3.3961
2016-12-01,3.4356
2016-12-02,3.4644
2016-12-03
2016-12-04
2016-12-05,3.4592
2016-12-06,3.4348
2016-12-07,3.3889
2016-12-08,3.4002
2016-12-09,3.3852
2016-12-10
2016-12-11
2016-12-12,3.3691
2016-12-13,3.3334
2016-12-14,3.3097
2016-12-15,3.3824
2016-12-16,3.3706
2016-12-17
2016-12-18
2016-12-19,3.3772
2016-12-20,3.358
2016-12-21,3.3291
2016-12-22,3.3296
2016-12-23,3.269
2016-12-24
2016-12-25
2016-12-26,3.2695
2016-12-27,3.277
2016-12-28,3.2768
2016-12-29,3.2585
2016-12-30,3.2585
2016-12-31
2017-01-01
2017-01-02,3.2723
2017-01-03,3.2626
2017-01-04,3.2327
2017-01-05,3.2123
2017-01-06,3.2051
2017-01-07
2017-01-08
2017-01-09,3.2091
2017-01-10,3.1912
2017-01-11,3.2148
2017-01-12,3.1655
2017-01-13,3.2028
2017-01-14
2017-01-15
2017-01-16,3.2228
2017-01-17,3.2094
2017-01-18,3.2205
2017-01-19,3.2107
2017-01-20,3.1912
2017-01-21
2017-01-22
2017-01-23,3.1603
2017-01-24,3.1643
2017-01-25,3.1679
2017-01-26,3.1798
2017-01-27,3.159
2017-01-28
2017-01-29
2017-01-30,3.131
2017-01-31,3.1264
2017-02-01,3.1473
